Designator,Mid X,Mid Y,Rotation,Layer
C1,132.9375,-84.3,0.0,top
C2,132.9375,-86.7,180.0,top
C3,121.4,-91.9,270.0,top
C4,123.8,-91.9,90.0,top
J1,126.4736,-104.3784,0.0,top
J3,125.86,-77.4,90.0,top
R1,138.8,-92.4,0.0,top
R2,138.8,-89.0,0.0,top
R3,141.1,-81.2,270.0,top
R4,136.7,-81.2,270.0,top
U1,145.159,-86.39,0.0,top
U2,130.45,-92.2,0.0,top
